"reviewer.id","review.id","complexity","result","extent","quality"
9,178,2.12218817380181,1,256,3
9,94,1.2701846220279,1,454,4
9,591,-1.50662001563256,1,140,3
9,1647,-0.840032512842004,0,157,3
9,1027,0.205450423465083,0,240,3
10,329,0.705630394726504,1,338,3
10,6,-1.07980870568021,0,149,3
10,1559,0.443769661137467,1,213,4
10,1407,-0.246086394288791,0,147,4
10,539,-0.431082281810776,0,151,4
10,1181,1.12283801105242,1,202,4
10,305,0.893614537734785,0,210,3
11,1880,1.05955422981399,1,288,2
11,602,-2.0779365240176,0,80,4
11,929,2.06400170327744,1,219,3
11,1017,-0.116846937782522,1,171,3
11,1948,-0.0560105777322139,1,187,3
11,1567,-0.693807871603129,1,234,3
11,1427,0.242111390754448,1,275,3
11,1844,0.539030860536776,0,221,3
11,1531,-0.840499742953667,0,133,3
11,849,0.742143232279411,1,212,3
12,818,-0.833586156031399,0,102,3
12,901,0.825095170295916,1,201,4
12,1989,-0.234984485535097,0,212,3
12,1639,-1.15667991748175,0,164,3
12,540,0.312404801665645,0,172,4
12,1296,0.552498811832515,1,226,3
13,227,-0.096690403664573,0,246,3
13,508,0.174561019381004,1,256,3
13,310,-1.55986270267066,0,205,2
13,1469,-1.95661216514215,0,128,3
13,663,1.0960934673429,0,155,3
13,1352,2.38023551310347,1,314,3
13,653,0.419631562832522,0,271,3
13,1033,-0.0248571660791716,0,206,3
13,1056,1.81344374107829,0,188,3
13,686,-0.522675120427078,0,178,3
13,1537,0.0967928601847347,0,216,3
13,1328,0.0635126339016491,1,249,3
14,1982,-0.668632967478068,0,198,3
14,1031,0.550598087898451,1,282,3
14,105,0.175103188385724,1,238,4
14,575,-1.41167684946679,0,135,4
14,1005,-0.232911614960017,0,166,4
14,680,-0.153676578716392,0,141,3
14,353,-1.34820640835759,0,108,3
14,790,0.73244636221552,1,153,3
14,1019,0.768456187217194,0,203,3
14,1769,-0.394011210083413,1,227,4
14,488,0.715257948557095,1,276,4
15,355,0.168984649888781,1,126,4
15,885,0.573895713762675,1,210,3
15,1536,-1.40224497646505,0,119,4
15,282,-1.91678677525933,0,101,4
15,470,-0.0199511033426942,0,207,4
15,1487,-0.906102133025838,1,177,4
16,1601,-1.8292406277825,0,87,4
16,1910,1.18551663607956,0,317,4
16,794,1.73336812351899,1,262,3
16,777,0.28990632731355,1,248,4
16,1217,-0.997779553329911,0,85,4
16,1805,-0.955230581295159,0,96,3
16,900,1.8286691767256,1,414,3
16,280,-0.613288242152522,0,201,3
16,1046,0.224745592516635,1,213,4
16,1778,0.755969855168886,1,270,3
16,377,-0.500961352749458,1,255,4
16,561,-0.525184410032489,0,179,2
16,498,-1.16318280431992,0,144,3
16,394,0.253105308451737,0,189,3
17,1278,-0.29737186313324,0,186,4
17,765,-0.22127652248739,0,110,4
17,1055,-0.542578207842556,0,135,3
17,1225,0.905288161368345,1,391,3
17,8,0.316428774076866,1,199,4
17,1789,0.379963069460504,0,136,3
18,898,1.07467341884036,1,156,3
18,1085,-0.14043647937561,1,200,3
18,1242,-2.07356215763746,0,105,4
18,837,0.435516333554736,1,223,3
18,683,1.01480824658717,1,296,3
18,1760,-0.00668121593624918,1,130,3
18,511,-0.158001197250738,0,264,2
18,479,-0.419754778431039,0,179,4
19,1268,-0.887768251286856,0,91,3
19,932,0.749681333620545,1,201,3
19,1682,-0.619738274466107,0,129,4
19,758,0.290288047261948,1,162,4
19,1539,-0.774734426244117,1,221,3
19,10,-0.186311821572785,0,172,4
19,1822,0.53163982483918,1,171,3
19,1145,-1.26773451266183,0,101,4
19,1398,1.11042958568404,1,178,4
19,517,0.143088052944112,0,237,3
20,1348,1.52448910434662,1,173,4
20,1023,-0.309933260239915,0,161,3
20,828,-2.25944782733081,1,55,4
20,1465,-1.28950887954124,0,101,4
20,1635,-1.26352718798513,1,83,4
20,1826,-0.821718349082488,0,158,4
20,881,-0.321487004013126,0,183,4
20,69,0.767974460662427,1,237,4
21,854,-1.68535968661498,1,165,4
21,1577,0.212122429740077,0,317,2
21,485,-1.77630801462451,0,176,3
21,1331,1.16302024468115,1,278,3
21,911,0.189113581701902,1,254,4
21,300,0.780317365080992,1,182,2
21,917,-1.16635543606621,0,134,3
22,1108,-0.747320385868506,0,157,2
22,36,-0.410036054773162,0,129,4
22,72,0.600961463954403,0,222,3
22,727,-1.22980695490702,0,129,4
22,1040,0.910660054692706,0,299,3
22,1915,-0.753839771071252,0,211,3
22,926,-0.95283728310014,1,220,3
22,1054,2.06333322520974,1,286,3
22,203,-0.440132857902075,1,259,4
22,1690,0.354311103813983,1,277,4
22,630,-1.14806278741479,0,230,3
22,694,-1.32525723905195,0,162,3
22,144,0.0122520064169915,1,203,4
22,829,0.904688980527811,1,317,3
22,815,-1.15488700393173,0,186,3
22,716,0.300533579913202,1,328,3
22,1456,1.6610677139647,1,246,3
23,1630,-0.677280307960098,0,125,3
23,1730,-0.852845170066521,0,112,3
23,269,0.0173811125745591,1,178,4
23,1768,-1.50139022467267,0,114,4
23,1712,0.349775352045488,1,170,3
23,992,2.45310915716019,1,230,4
23,1430,-2.21059718398972,0,57,4
24,764,0.948735443199892,1,190,3
24,1523,-2.49247165366532,0,77,3
24,1811,2.03303976598121,1,224,4
24,1570,1.58981502230424,1,369,3
24,1809,-0.22735602309079,0,186,3
24,1466,-0.0779783215874918,0,388,2
24,288,-0.148503492770245,0,205,4
24,207,-1.71883285452158,0,154,2
24,1338,0.38023299899024,1,386,3
24,1182,0.543837607418143,1,193,4
24,1403,1.37446620393538,1,277,3
25,234,1.82584469834403,1,356,3
25,624,0.0481957663228761,0,165,4
26,489,1.33482820280708,1,330,3
26,1151,-1.95149501277721,0,78,4
26,328,-0.523213839654391,0,175,3
26,73,0.857215605828353,1,204,3
26,500,-1.43179529613523,0,172,3
26,1786,-1.78816466517946,0,132,3
26,658,-1.25057497213972,0,150,4
26,1130,0.0944747459827933,0,235,3
26,697,0.299680340523092,1,277,3
26,1326,0.553097288609016,1,211,4
27,1202,-0.0207690860326515,0,216,4
27,699,-1.45551902828199,0,84,4
27,1813,-1.33695755966423,1,99,4
27,1609,1.53766576591964,1,294,3
27,908,-0.757094793506504,0,115,4
27,1156,0.00489779895646401,0,101,3
27,614,-0.560679232970216,1,124,4
27,48,0.288428955717602,1,139,4
28,248,1.49664552547718,1,190,2
28,682,-1.16816102659129,1,211,3
28,1657,0.284851802930719,1,237,3
28,156,-0.529436216206091,0,140,3
28,201,-0.191319250338318,1,143,4
28,1313,0.470598284541627,0,156,3
28,114,-1.4888070000075,0,116,2
28,49,-0.209491586687254,0,256,3
28,369,-0.308620194419869,1,197,3
28,286,0.958640920307611,1,360,3
28,486,-0.71347267562838,0,151,3
29,1472,0.326961935874653,1,171,4
29,1195,-1.32998235255858,0,94,4
29,951,-0.797926145568572,1,115,4
29,813,-0.753980672368058,1,184,4
29,186,1.09079880208734,1,243,2
29,459,-0.574798556992012,0,178,3
29,298,-0.135323967147437,1,160,4
30,1132,0.733194345967743,1,207,4
30,273,0.793883016732085,1,287,3
30,1361,1.00534033787216,0,173,3
30,876,-1.36662217067186,0,121,2
30,821,-0.0831116794669059,0,193,3
30,935,-0.190634598269245,0,172,4
30,17,-0.355769280430533,1,207,4
30,1356,0.144461689170441,0,149,4
30,948,-3.00302139918787,0,59,4
30,617,-0.683649617941025,0,141,4
30,1229,-0.472736204007584,1,216,4
30,200,-0.490805604038784,0,156,3
30,354,-0.326757762536941,0,235,3
30,524,-0.358684787239376,1,208,4
30,819,-1.749561578319,0,105,4
31,253,-0.818009987811272,1,138,4
31,1893,1.3135270862234,1,277,4
31,1687,0.587936806653583,1,138,4
31,1275,2.91238215199434,1,329,3
31,704,-0.356486144072012,1,148,4
31,950,1.95730006052044,1,307,3
31,1728,-0.429235282824288,1,151,4
31,1188,0.748007808250777,1,156,3
31,80,0.297169904671321,0,177,3
31,1667,-1.7184651510333,0,129,3
31,1932,-1.47659299182644,0,74,3
31,1511,0.422018325978722,1,148,3
31,1034,-0.249647145236115,1,261,3
31,1603,-1.5526593692017,0,122,4
31,806,-0.869080098277901,0,123,3
31,1683,0.228469224346666,0,162,3
31,1627,-2.0412039623858,0,97,3
31,1923,1.74671638775523,0,255,3
32,1488,-0.0703061271929801,1,167,4
32,1587,-1.51250011232123,0,68,4
32,924,1.26229088310286,1,176,4
32,76,0.347327722078498,1,233,3
32,1226,-1.8346203846651,0,71,4
33,914,0.297413900277281,0,182,3
33,1928,0.0153281860519346,0,187,3
33,1584,1.68136975694166,1,256,3
33,1160,-0.172429289130945,0,252,3
33,1460,-0.40947583909118,0,212,3
33,1037,0.781541689390219,1,300,3
33,1294,-2.23959256630387,0,63,4
33,1799,-0.757991159420833,0,214,4
34,1582,0.48043735452733,1,243,3
34,1194,-0.0389586851916644,0,209,2
34,988,0.332061751291918,1,189,3
34,1323,0.7280909634628,1,260,4
34,1452,-1.13681326336284,1,80,4
35,480,-0.0481090277553152,0,217,2
35,672,1.82647142141397,1,260,2
35,759,0.306026047471866,1,369,4
35,652,0.469837561598612,1,318,4
35,1140,-0.698797532125487,0,204,3
35,88,0.0388697409617303,1,265,3
35,1280,0.145071275656759,1,289,4
35,1300,0.670539956218452,0,289,3
36,681,0.745101310949471,0,181,3
36,503,-1.20127203924222,0,151,3
36,379,0.190644508131495,1,260,4
36,1113,0.210071964513693,0,186,3
36,1324,0.206506871936607,0,186,3
36,1110,0.207514912905582,1,190,4
37,37,0.147258268529111,1,273,4
37,1919,0.438503545724505,0,271,3
37,339,-0.743814891200323,0,181,4
37,875,0.742924677304584,0,202,3
37,56,0.573798882805418,1,172,4
37,71,0.196625842138546,0,238,3
38,934,0.70210635888688,1,264,4
38,882,-0.128650006288499,1,155,3
38,1505,-0.122309651995128,0,195,4
38,1999,-0.542025487377236,1,117,4
38,239,2.50675070982929,1,336,4
38,557,-2.10663858316611,1,65,4
38,574,1.01700153998966,0,225,3
38,1464,1.44614804114576,0,234,4
38,846,-1.10646630444541,0,76,3
38,1742,1.5266374795701,1,256,3
39,1527,0.689213219949756,0,176,4
39,151,-0.647620265124764,1,167,4
39,246,0.980954083787956,1,167,3
39,1869,-1.23014048007496,0,116,3
39,21,-0.235755163612393,1,177,3
39,1858,0.0550723004283808,1,223,4
39,888,1.04297044117969,0,218,4
39,1133,1.00593073952139,1,156,4
39,666,-0.946075471703347,0,150,4
39,122,0.197069988744649,0,200,4
39,1449,0.690083772438659,1,304,4
39,287,0.0831911569827898,0,195,2
40,1035,0.245561475306213,0,139,4
40,1839,0.488217883482188,0,154,3
40,918,0.892127584644511,1,140,3
40,1543,0.350150312209734,0,242,3
40,731,1.03427328774321,1,201,4
41,769,1.13581923182589,1,237,3
41,1861,1.7320505544865,1,239,3
41,306,1.28699823452895,0,302,2
41,1502,1.16119580368047,0,237,3
41,688,0.316645735059773,0,338,3
41,793,-0.274310633931889,0,293,3
41,92,-0.776689796968385,0,161,4
41,1474,-1.22389876780409,0,149,3
41,944,0.893640651325971,0,319,3
41,1240,0.763668182383136,1,231,3
41,1898,0.588213826322292,1,176,3
41,319,0.304672969757715,0,197,3
41,690,0.331636543659882,1,238,3
41,1437,1.23286337100909,1,283,3
41,1208,-0.884860697213263,0,135,3
42,350,-1.75570065872122,0,67,4
42,938,1.16883473680313,1,241,4
42,1371,1.36635397491133,1,218,4
42,1112,-0.839460568006236,0,87,3
42,1556,-0.326039832246856,0,129,3
42,1681,2.3884421099481,1,192,4
42,1098,1.33907066591255,0,179,4
42,1727,0.710459531291269,1,228,4
42,968,0.401327256145662,1,236,4
43,385,-0.0681424253236876,0,207,3
43,1290,-1.79964800501894,0,107,4
43,1293,0.228780553944333,1,211,4
43,1867,-2.24995923993348,0,153,3
43,600,2.68252305680314,1,286,3
43,1025,0.0604713967575675,0,250,3
43,1803,0.0611327150374865,0,225,3
43,1267,0.774891963247093,0,210,3
43,1680,1.63417585797654,1,311,3
43,1981,-1.95258786112644,0,83,3
43,783,-0.317881146911775,0,174,3
43,1611,0.753624224511176,1,266,3
44,542,0.565605425655214,1,167,3
44,824,-1.49406663906734,0,106,4
44,1597,0.7050195655058,1,258,3
44,1621,1.26020472669971,1,236,4
44,1052,0.234758368766676,1,160,3
44,1563,-0.636160470785699,1,138,4
44,132,-0.132903403061725,1,148,4
44,1308,0.269168266065284,0,206,3
44,372,-1.48088096427173,0,97,4
44,984,0.159210830414138,1,314,4
45,1215,-1.24668480742539,0,140,4
45,1736,-0.562261643719236,1,166,4
45,668,0.897807113376154,0,299,3
45,113,0.189571413533384,1,233,4
45,1094,-0.120726417128692,1,272,4
45,1010,-0.485893859409363,1,195,4
45,771,0.608795707326245,1,154,4
45,1782,-1.35515201019051,1,134,3
45,1015,0.39443442892923,1,304,3
46,848,-0.553652920555451,1,195,4
46,838,-1.75417780756676,0,106,4
46,1847,-1.00683074641414,0,100,3
46,128,1.13296734173474,1,192,3
46,1384,1.78484489911558,1,489,4
46,1166,0.651773688155799,1,275,4
46,1123,-0.212338757717368,1,197,4
46,278,-0.396289901254118,1,129,3
46,576,-2.06780903846928,0,66,5
47,1115,-1.41754254129326,0,72,3
47,1346,-0.710346583755833,1,169,3
47,481,-0.93543391329744,0,86,4
47,678,-1.48265949388317,1,70,4
47,810,-0.370662867665797,0,228,4
47,590,1.2997190621716,1,272,4
47,1420,-0.368480198545085,0,155,4
47,1164,0.130124412877277,0,136,4
47,1053,0.149988307710781,0,122,3
48,1673,0.635711431325135,1,194,3
48,112,0.187885061935984,0,152,5
48,1121,-1.0080115460066,0,107,4
48,532,-1.39398249753548,0,136,4
48,1659,0.27491716242332,0,144,4
48,338,-0.0713204358719211,0,164,4
48,1374,-1.16964933239447,0,128,3
48,381,1.93380230803109,1,346,3
48,1050,-0.319101493189866,1,116,4
48,1092,0.529094950086249,0,159,4
48,54,-0.0732743628581687,0,178,3
48,40,-0.0219449700874037,0,126,3
49,1773,-1.01728738792268,0,115,3
49,1514,2.17523306700675,1,238,4
49,321,-0.609176027016145,0,136,4
49,1255,-0.452172092332771,1,132,3
49,1751,-0.00247438556373266,0,162,3
49,993,-2.12975350150897,0,92,3
50,1439,0.47655929952825,0,185,4
50,795,-1.39058827795094,0,149,3
50,671,0.222584214636411,1,148,3
50,1440,-0.631060740428785,0,104,4
50,1424,-2.48740088373837,0,77,3
50,1733,-0.228981558795755,1,217,3
50,1780,0.940863335916939,1,277,4
50,1387,1.40748714248221,1,211,4
50,1871,0.897882296301012,1,245,3
50,60,0.814978579186216,0,241,4
50,70,-1.39525889709388,0,124,3
50,1855,-1.40344610351832,0,111,4
50,883,1.61116245378466,1,262,3
50,616,2.05759682084327,1,264,4
51,753,-1.36512955054071,0,230,3
51,1891,-0.610389196190179,0,205,2
51,512,-1.54851115100888,0,155,4
51,220,-0.787854146190942,0,271,3
51,1951,-0.141237690333559,0,162,2
51,250,0.283596442711616,1,319,2
51,1163,-0.912049646490646,0,164,3
51,1382,-0.048246697432526,1,261,3
51,1976,0.0838161659523004,0,171,2
52,1896,1.04120596212671,1,283,3
52,1422,-0.450139896120486,0,125,3
52,910,1.45594591400638,1,212,3
52,687,0.322220505537882,1,215,4
52,1911,2.27129123391037,1,376,3
52,1498,0.248175400365579,1,206,4
52,1416,-0.047857769539217,1,159,4
52,237,-1.40692550502132,0,128,3
52,1211,-0.794744736028473,0,159,3
52,1957,-1.02533756063524,0,122,4
53,185,-1.68959224859562,1,59,4
53,1694,-1.43679804610799,0,80,4
53,1265,-0.428727529601178,1,103,4
53,416,-1.14358088610185,0,48,4
53,415,1.03297146512502,1,164,4
53,1703,1.41705241059972,1,227,3
53,1089,1.99138332881157,1,157,3
53,1043,0.0218216555676996,1,143,4
53,85,-1.32408893857645,0,138,4
53,1841,0.227096626599533,1,210,4
54,1478,0.982467806599964,0,505,1
54,880,0.312869229592194,1,374,1
54,1062,2.00059009984265,0,381,1
54,1578,-0.781924148943016,0,312,1
54,1650,-0.933266057282179,0,283,1
54,853,-0.435236268319242,0,184,2
54,1117,-1.26483508275497,0,222,2
54,205,-0.702024221929404,0,275,2
54,1674,0.986147053932896,0,271,2
54,331,1.23420148527686,1,423,2
54,1490,0.36859263594732,0,227,1
55,235,-0.252345472874786,0,169,3
55,1656,-0.163215788162558,0,138,3
55,812,0.599270830520106,1,160,3
55,684,-0.292944508483541,0,212,4
55,1706,-1.84971569488427,0,169,3
55,1041,-1.43691577782005,0,121,3
55,1106,-0.448210149574992,0,150,3
55,1661,0.373772392347908,1,197,3
55,341,0.212531623420275,0,166,2
55,433,0.0753791256630903,1,233,4
56,1047,0.156557411975082,1,173,4
56,535,0.62735534996434,1,247,4
56,1468,1.08672241358998,0,173,3
56,1508,-0.260450717992056,1,164,4
56,1892,0.407340300236943,0,134,3
56,1669,-1.29506828179275,0,160,4
56,204,0.0590836798243704,1,213,4
56,615,1.12504369151901,1,176,3
56,996,-0.685527660065269,0,132,3
56,213,1.70120903926708,1,229,4
57,349,-0.728701878391403,0,161,4
57,53,-1.25895554355542,0,103,3
57,1708,0.202030205725079,1,220,4
57,1201,-0.534772773143864,1,169,3
57,1685,-0.902665879511805,1,115,4
57,1743,-0.429467191848411,1,129,4
57,243,-1.34454734923787,1,169,4
57,709,1.84766292370034,1,331,3
57,536,-0.352833305170755,1,241,4
57,1042,0.453418545980725,0,224,3
57,733,0.121067005480955,0,154,3
58,605,1.16820633954293,0,257,3
58,541,-0.619009402408378,0,208,4
58,714,0.291645381060723,0,145,3
58,1917,-0.153878202424945,0,184,4
58,1454,0.00127098748052457,0,120,3
58,879,-0.467970519429726,1,192,3
58,484,0.81716694007548,1,262,4
58,1003,0.788275561335281,1,197,4
58,11,0.00446127607583829,0,137,4
59,1024,-0.274916970815024,1,161,4
59,14,1.04173955091045,1,385,3
59,435,0.402489769738429,1,136,3
59,1262,-0.468370335278638,0,118,3
59,1623,1.69999677419135,1,219,4
59,1339,0.142813338307723,1,210,3
59,1755,-0.438606413642694,1,252,3
59,553,-0.154928414581356,1,173,3
59,131,-1.20522236166427,1,140,3
59,1575,-0.652649754222929,0,246,3
60,1913,0.76042285861064,0,227,4
60,1334,-0.298204111249536,1,145,4
60,931,0.567611934963027,1,179,4
60,124,0.571319748014141,0,173,3
60,146,0.66726662030232,1,144,3
60,1499,-1.12458253422355,1,108,4
60,138,-0.580313553307158,0,126,3
60,293,-0.599911807213654,1,153,4
60,1197,-0.226228808123896,0,137,3
60,75,0.470112971147684,1,155,4
60,1846,0.678726121417695,1,148,4
60,160,-0.494713922404038,1,135,3
60,632,-0.190621280702724,1,188,4
60,175,0.630865894744492,0,202,3
61,861,0.401336499975084,0,172,4
61,1183,0.530266988837581,0,137,3
61,1542,0.531408453726101,0,193,4
61,312,-0.172327774145489,1,153,4
61,284,0.693783444809753,1,272,3
61,1383,-2.04222567118617,0,76,5
61,77,-1.30838255074331,0,76,4
61,527,0.98165254377255,1,260,4
61,1379,-0.796398651940374,0,89,4
61,50,-0.332211199569287,0,118,4
61,779,-1.23752386568442,0,119,4
62,1671,-0.31884398192648,0,406,2
62,1588,0.427302754490073,0,166,3
62,965,0.441646035821914,1,323,2
62,418,-2.00645421027609,0,139,3
62,1513,0.286996890962951,0,203,2
62,966,0.16769472698694,1,293,2
62,1632,-0.314602127928439,1,273,3
62,1435,-1.39804995117878,0,172,2
62,478,-1.75053975315392,0,130,3
63,1716,-0.797629161045623,0,102,3
63,464,0.584858140924078,0,184,2
63,126,-1.19899163327131,0,184,3
63,158,-0.84599493444581,0,124,4
63,1493,-0.302297069598034,0,193,3
63,410,1.08557027884283,0,163,4
63,1940,-0.78171805546755,1,229,3
63,1000,-0.439879483032542,0,173,4
64,482,1.23092738033321,0,389,3
64,1090,0.330449045134884,1,202,4
64,67,-2.32160816156328,0,39,4
64,232,0.151433764701357,0,176,4
64,627,-1.33370384752205,0,85,3
64,1988,-1.23504799773422,0,109,4
64,1707,-0.464020638052315,0,107,4
64,1325,-0.274377186407291,1,119,4
64,675,-0.784792543938153,0,155,3
64,913,-0.191518640085961,1,187,3
64,373,-1.22903718990465,1,90,4
65,1453,1.20673859389858,0,136,3
65,93,-1.51277202766019,0,44,4
65,263,-0.976889260768019,0,94,4
65,497,0.0608651252273983,1,175,4
65,505,0.508684600069107,0,172,3
66,98,0.205391533024882,0,197,4
66,947,0.600458344841938,0,247,3
66,477,1.49531212890152,0,212,2
66,1873,-1.12210438509224,0,105,3
66,427,-0.108703506403913,1,165,3
66,1848,2.65229594190881,0,155,3
67,1792,-1.1319174841498,0,146,3
67,827,-0.254505729503609,0,125,4
67,1075,1.48476842053487,1,276,3
67,180,0.0703480919496197,1,292,4
67,660,0.689606724262856,0,178,3
67,47,-0.861661697282385,0,102,3
67,607,-0.690390678755417,0,138,4
67,1622,1.02468504383451,1,245,4
67,456,-0.523108868706495,0,239,4
67,164,-0.60467357797879,0,137,3
68,1576,-0.867173444711361,1,163,3
68,580,0.326385405887665,1,238,3
68,260,-0.663993276489932,0,244,3
68,1747,1.49797056907866,1,261,3
68,905,-0.520040886491703,0,203,2
68,107,-1.08159419950543,0,125,4
68,655,-1.16553329301984,1,115,3
68,696,-0.237201436001637,1,158,3
68,515,0.348124543828315,0,186,3
68,1038,1.5494998581229,1,272,4
68,52,-0.406982404221474,0,278,3
68,457,-0.0286737331920258,0,197,3
68,78,0.620425478550764,1,297,2
68,1942,-0.608941851219138,0,179,3
68,1757,-0.804379383981198,0,174,2
69,946,-0.169215910274029,0,195,4
69,361,0.489867117384774,1,244,3
69,1569,0.459449602360212,1,203,3
69,1473,-0.264398064752868,0,164,4
69,249,0.257636497415996,0,241,3
69,111,-1.56613343239756,1,104,4
69,1080,-1.58728113932322,0,61,4
69,1897,0.229977786587594,1,187,3
69,212,-1.70781341240319,0,62,3
69,1818,0.768665063586131,1,229,3
69,1579,0.571344769577428,1,328,3
70,322,-1.11295433230271,0,86,4
70,1591,-0.295400913820077,1,203,3
70,358,2.07174264107472,1,232,3
70,1872,0.964212386268761,1,239,4
70,1776,-0.820097105009524,0,160,3
70,303,-1.30589595001049,1,142,4
70,762,-0.881838851789814,0,151,3
70,89,-0.393691998713445,0,174,4
70,1057,-0.435439278401987,0,151,3
70,1274,-1.20166265605565,0,133,4
70,1096,1.77264378058895,1,353,2
70,622,-0.123458284090212,0,224,3
70,191,1.50829328827283,1,251,3
70,1291,0.339315639468683,1,134,3
71,981,-0.170188675858959,0,141,4
71,804,0.330682390684717,1,288,4
71,741,0.897255764587801,1,298,3
71,998,0.143745751946354,1,162,4
71,1351,0.170927693208683,1,278,4
71,899,-0.22104025738193,0,187,3
71,556,0.166753171627218,0,165,2
72,840,-0.239201645742536,1,102,3
72,13,0.220996869625174,0,252,4
72,562,0.338877962652705,1,168,4
72,1883,-0.0292120836545106,1,201,4
72,1763,0.728256064481451,0,134,3
72,1184,-0.0880879142639451,1,89,4
72,1476,-1.32556913808604,1,133,4
72,960,-0.23329510747274,0,127,3
72,1312,-0.266365686978333,0,117,4
72,24,-0.283786891053913,1,165,4
73,990,1.50926422100454,1,221,3
73,97,-0.660236510721771,0,146,3
73,1831,0.32730006994178,1,222,4
73,1191,1.78747418132664,1,226,3
73,871,0.55464686506401,1,179,3
73,442,0.843635140513029,1,292,4
73,864,-1.0933960953281,0,165,4
73,376,-0.980358706473452,0,108,4
73,440,-0.214983947706922,0,99,4
73,843,0.0711863996499297,1,176,4
73,1228,1.08951339591999,1,268,3
73,509,-0.469908543982212,0,116,3
73,510,0.611030845170269,1,207,4
73,572,0.630284090875383,1,214,4
73,855,-0.695196263922364,1,156,4
74,1321,-1.09467867496342,0,101,4
74,1380,1.11172904724762,1,307,3
74,1347,0.171120597715233,1,181,4
74,1330,1.09095407774598,1,253,3
74,1761,-1.24649883254486,0,106,4
74,1286,-0.6496078079203,0,144,3
74,851,0.699874009529216,0,196,3
74,957,-0.0617710120002182,1,179,4
74,750,0.636802061339012,1,247,4
74,370,-0.664375315726531,0,142,4
74,1984,-1.06600175078502,1,107,3
75,1253,-0.454859831092999,0,149,4
75,1953,-0.913712790460575,0,139,4
75,1248,0.554197598746374,1,236,3
75,1429,-0.582945589644731,1,182,4
75,226,0.164301365221961,0,158,4
75,1894,-0.182454819917443,1,209,3
75,1355,0.833238730283683,1,262,4
75,34,-0.168667541714526,0,204,3
75,1519,-1.55973010651636,0,74,4
75,1781,-1.18881378041798,0,132,4
75,643,-0.680412209631732,0,137,3
75,689,-1.16672593769731,0,119,3
76,761,-0.828940969409299,0,129,4
76,1946,-1.21925260587183,0,154,4
76,318,-1.67432216837005,0,75,5
76,907,-1.43605195886034,0,86,4
76,674,0.314733280029317,0,132,3
76,1884,0.986059111233742,0,251,4
